,target
0,-0.045124468804917404
1,-0.05874288739871774
2,0.0013891017496184873
3,-0.057947905520611555
4,0.005272395477440047
5,-0.02381524988588089
6,-0.010726858151231882
7,-0.05091145691270027
8,-0.055276461688007344
9,-0.059969937807608634
10,-0.04414215573584817
11,-0.0744919828965057
12,-0.00030470539074427185
13,0.1690232277742272
14,-0.06173108931956964
15,-0.04286260148454572
16,-0.06889532822084748
17,-0.051210406387524166
18,-0.019630340741307366
19,-0.05877199457549688
20,-0.0339517524481244
21,0.17303163097984395
22,0.18429468390439763
23,-0.0031984883636400783
24,0.00034265304788108484
25,-0.0070380238096150426
26,0.032603841152624304
27,0.1521806598947276
28,-0.030876600324687586
29,-0.006020092042507182
30,0.03036791545512211
31,-0.0599802365174239
32,-0.012947126066157286
33,-0.01817565986807648
34,-0.07638250303331745
35,0.006987887762028519
36,-0.08481439374038204
37,-0.05242580227366363
38,-0.09404161980803512
39,0.008242633483562899
40,0.09689754768184493
41,-0.03355928687028462
42,-0.0011675233000937569
43,0.15181173033698023
44,-0.042456136866194406
45,-0.04764477808482868
46,-0.08348492177960626
47,-0.02808084699277152
48,0.13735441553511815
49,-0.0744661550744494
50,-0.06263674805096102
51,-0.0512498294270285
52,-0.06145810567284368
53,-0.03680788993095143
54,0.07916019792036363
55,-0.04884532923699705
56,-0.010779843787516239
57,-0.09886633073438716
58,-0.06829165692491126
59,-0.03706258276528309
60,-0.03551917069183886
61,-0.00568738133275781
62,-0.052391339707477676
63,0.15466177042473564
64,-0.0007573444254448397
65,-0.04231716545318133
66,-0.06401790780722531
67,0.1418733290065072
68,-0.06777354486313558
69,0.19491639748394946
70,0.005864575333681247
71,0.00914555098355851
72,-0.05470265865310024
73,-0.05772635942244391
74,-0.041481151866638
75,-0.07677393808393762
76,-0.029757179915685057
77,-0.04162038953211852
78,0.008033917842293832
79,-0.056989227347801846
80,0.09108286850724114
81,-0.0265984523436839
82,0.03198802708302774
83,-0.007875177037187752
84,-0.06894919972670807
85,-0.06875395509971095
86,-0.038296761610034716
87,0.03783106458323967
88,0.020179214448287446
89,-0.08274528942214375
90,-0.050574284416699124
91,-0.037710517478570134
92,0.008730746745234143
93,-0.05057488486683163
94,0.01279818702783845
95,-0.034359484295129694
96,-0.05779329212647779
97,-0.009592498918125948
98,-0.017876031791522747
99,-0.018565899214413064
100,0.13306715752589268
101,-0.012996077923520514
102,-0.0029842947854844927
103,-0.016108887116998486
104,-0.08426458343367939
105,-0.03651850934495167
106,-0.0604056572714432
107,-0.015194241881283101
108,-0.09769785437898067
109,-0.02946109615009755
110,-0.001904326430302262
111,-0.04414215573584817
112,-0.022843329264005043
113,-0.03409908785515909
114,0.13033963469693646
115,-0.07111411525613681
116,-0.0030832237396032575
117,-0.04588778772721418
118,-0.011879649280891323
119,-0.0085877031271067
120,0.16648981084730005
121,-0.04444971698178045
122,0.1919256212380765
123,-0.0037827480109423146
124,0.10112865261531907
125,-0.01805081523772469
126,0.002418364950872448
127,-0.02431904208255641
128,0.006987173048459406
129,-0.07291306450308438
130,-0.021513728968018363
131,0.03704109757694603
132,-0.04033009613713038
133,-0.06388127883032722
134,-0.06280347797564885
135,0.16607099195475383
136,-0.05783543684700978
137,0.00012927751234391443
138,-0.026694078352763242
139,-0.022280680736401787
140,-0.05900778654154317
141,-0.04372811701324634
142,-0.01049170089556651
143,-0.05831584718246902
144,-0.019838299327627235
145,-0.02361317308061813
146,0.10521909185144686
147,-0.04447981856889125
148,-0.08692660868065935
149,-0.06254125554815922
150,-0.06555866540168231
151,-0.04907568857264706
152,-0.031478528516944757
153,-0.07201395243652402
154,0.0379326478177865
155,-0.020549859097947203
156,-0.05075591494791646
157,-0.021411210155128462
158,0.14106148570135968
159,-0.04718314753728735
160,-0.022174859702503595
161,-0.0010632282764276775
162,0.006987173048459406
163,-0.009650894366334418
164,-0.05484210148714487
165,-0.051408481473521936
166,-0.05173923158581334
167,-0.06202014000351919
168,-0.0013868144120111972
169,-0.000696383191213363
170,0.16150889886914196
171,-0.028775654768642855
172,-0.04999440427409504
173,-0.02348025630686044
174,0.0055733613460736
175,0.11826532328930034
176,-0.04368711233124392
177,-0.03086004505940993
178,-0.029899212533033927
179,-0.08847565403057477
180,-0.0426477642428115
181,-0.03503705659914166
182,0.17943813545607637
183,-0.08567662801884986
184,-0.029462560946074825
185,0.03868164814806794
186,-0.03450781738899426
187,-0.05653571031429459
188,0.10033849987121295
189,-0.022647899674397454
190,-0.03332267554610796
191,-0.08565066196531969
192,-0.025752554388012425
193,0.14305914489307234
194,-0.04969815599976831
195,0.15820714125268176
196,-0.0453051270282486
197,0.10082128082504198
198,-0.07094925753165056
199,-0.06827585253091595
200,-0.03182812411545599
201,-0.012772369010369012
202,-0.027896314514881105
203,-0.023410526021101035
204,-0.014823432202740374
205,0.1438455446663719
206,-0.060162862027082174
207,-0.03760272823049001
208,0.15948428668051554
209,-0.06412336630172993
210,-0.044730130504864594
211,-0.05304690658410505
212,-0.0606907203202832
213,0.15923301464162395
214,-0.03052656744415313
215,-0.02252115323203933
216,-0.0484246892073756
217,0.19959823294964213
218,-0.0594110775251499
219,-0.033878558677768275
220,0.1390732693201719
221,-0.0279235859735938
222,0.17658059009432592
223,0.14513973831961988
224,0.01866567145195395
225,-0.029297252161017542
226,-0.03680563954072131
227,-0.08258251623362649
228,-0.04176432941092888
229,0.06437230342204578
230,0.002148549456038635
231,-0.014823432202740374
232,-0.016615866493836364
233,-0.06118272575272946
234,-0.04034637942389982
235,-0.09404864498817003
236,0.18425053930056737
237,-0.024753240946407122
238,0.016221802033313748
239,-0.0488581637123703
240,0.1354759824972761
241,-0.06195354435357529
242,-0.040313377692924875
243,-0.028552712476716074
244,-0.04570249418477074
245,-0.053063436133994314
246,-0.06623134091742165
247,0.09992438497773073
248,0.11810084956169717
249,-0.012966477802870989
250,-0.01880591602449
251,-0.028632131068177774
252,-0.043092841618909854
253,-0.059349407662620327
254,0.02722407450088425
255,0.18383185016154474
256,0.025654213458995927
257,-0.025111683254751882
258,-0.0382152484718696
259,-0.01812361173115282
260,-0.05456893409619558
261,-0.033918444395671474
262,-0.034509619893687636
263,-0.009709849614343437
264,-0.05365393821740688
265,-0.027072504081577842
266,-0.008044929293834841
267,0.027913906290249094
268,-0.07200845093077363
269,-0.045508585659375884
270,-0.02607462304284128
271,-0.0037827480109423146
272,0.04398939909109028
273,0.15986984333304952
274,-0.04746410133108294
275,-0.06648495571156166
276,0.0016739965262402346
277,-0.03504360487207817
278,-0.0274775472664184
279,0.005301841129721233
280,-0.053039721504734044
281,-0.033353389901348854
282,-0.0037827480109423146
283,0.1481297852684366
284,0.1571508253896121
285,-0.0037827480109423146
286,0.1932686570307873
287,-0.09140303000983153
288,-0.04942289634496225
289,-0.04898186054608248
290,0.041490118896497896
291,-0.04304018657103355
292,-0.01997651448010434
293,0.04828487332265844
294,-0.03549620945812474
295,-0.025633136982746878
296,-0.042096565105960576
297,-0.016313624983794947
298,0.017643179091028742
299,-0.08938368266105699
300,-0.05109720243243791
301,-0.010620132502297666
302,-0.05642339037256818
303,0.12348986079441074
304,-0.01469343473100871
305,-0.016908060565045478
306,0.14275125679182357
307,-0.023143910612018866
308,-0.012237984371177827
309,-0.001990552509483374
310,-0.028279383232971498
311,0.15863620827718625
312,-0.04694389262588081
313,-0.05387968176313067
314,-0.03141095909064765
315,-0.06593624878026744
316,0.19657616965568314
317,-0.027072504081577842
318,-0.03566368390980138
319,-0.03651850934495167
320,-0.051305247312168456
321,-0.027858885497437792
322,-0.009154865346936115
323,0.009069826355164904
324,-0.03572540559272893
325,-0.0006543728140331307
326,0.1540479505968911
327,-0.01579691217735838
328,-0.05110999941874437
329,0.16688465442232644
330,-0.04977417568476787
331,-0.07600584283067374
332,0.1357835309402609
333,-0.03141095909064765
334,-0.05404355808138191
335,-0.05004426045187902
336,0.14928362470121762
337,-0.035464218191603905
338,-0.08106289109885773
339,-0.019800525268912867
340,0.20918789418836556
341,-0.03949486734547681
342,-0.027553183129752423
343,-0.018806727205781706
344,-0.055748718422970536
345,-0.06691473251236665
346,0.1590841508921573
347,8.422063359987438e-05
348,0.03977110884080241
349,-0.013361235550947238
350,0.1466495215298982
351,-0.000636386334385906
352,0.036176727789763795
353,-0.06882463913217565
354,0.12224834202454536
355,-0.05716584042326049
356,0.1390523788459317
357,-0.03591991154569776
358,-0.05626777322421559
359,-0.04037718017243925
360,-0.04372811701324634
361,-0.01802145741163548
362,0.15725393221510403
363,-0.045513183718831556
364,0.05208433876015793
365,0.04661518138828704
366,0.12154266760402825
367,-0.006756481725648483
368,-0.036283071662751125
369,-0.07362478021560727
370,-0.020468411722983453
371,-0.04807035227782707
372,-0.03009477993471633
373,0.012765347295750346
374,0.04364920189447607
375,-0.031068743638941947
376,-0.06161364018792063
377,-0.03141095909064765
378,-0.009900831661114282
379,-0.04241409641218272
380,-0.027553183129752423
381,0.009856893576842801
382,-0.05774941606207772
383,-0.035985880141628214
384,0.05653417490338369
385,-0.06228829817383039
386,-0.06878244479632734
387,-0.04526220099202386
388,-0.0037767331292101842
389,-0.0666112840125854
390,0.06550226680131356
391,-0.015770732110476478
392,0.14560531964081844
393,-0.03031514802034837
394,0.17533104770616986
395,-0.07387071322372926
396,-0.020330162914035388
397,0.13333505139868193
398,0.10876069977997779
399,-0.02623048248132264
400,0.005301841129721233
401,-0.031712181645446126
402,-0.05110062530362741
403,-0.019634875275285086
404,0.16842883422338376
405,-0.026329123649992455
406,-0.0003962084226082817
407,0.15986984333304952
408,0.18042504389569367
409,-0.028330912250926373
410,-0.008980254720567871
411,-0.022446603242009068
412,-0.022446603242009068
413,0.016297941438205947
414,-0.007388842357093574
415,0.10388869489917861
416,-0.029346271950413845
417,-0.016480378953965504
418,0.035720865989294644
419,0.012020243593310134
420,-0.05820163715796494
421,-0.048523064526686255
422,0.184872383991663
423,-0.07583140425138679
424,0.14332674650151267
425,0.17992742194141007
426,-0.03608002498704043
