,target
0,-0.04829104826811568
1,-0.040601104848823996
2,-0.014318046224253481
3,-0.05176523420027471
4,0.003442109127308146
5,-0.028901865905215467
6,-0.007087266992404246
7,-0.054613525695430196
8,-0.04541232148599644
9,-0.055916621201919786
10,-0.04386435850358335
11,-0.07170544181215313
12,-0.003832643614016062
13,0.17035505715991298
14,-0.06219839085966695
15,-0.03310537601265736
16,-0.060497848730463336
17,-0.030672821548338097
18,-0.025661694497370695
19,-0.05488651873749937
20,-0.02348951996228724
21,0.18527277096543215
22,0.18067602927866358
23,-0.0019626375237035013
24,-0.013185284759704978
25,-0.02410749105535405
26,0.038476846346217876
27,0.14527154788008842
28,-0.03777283680933742
29,-0.02468954425474249
30,0.06012446295950967
31,-0.040285905956057945
32,-0.02722500316861209
33,-0.017580288762900048
34,-0.06143348091176389
35,-0.019509005898872223
36,-0.06519763814486428
37,-0.04382293305438945
38,-0.07915850881489983
39,0.022533915967751724
40,0.0495558804864777
41,-0.03550912817762849
42,0.005917135482577474
43,0.1584998268241339
44,-0.05335921194951418
45,-0.03994443780522445
46,-0.07959383307482505
47,-0.03859882856536299
48,0.13999012782789227
49,-0.06979779067143513
50,-0.0575694333123223
51,-0.0605456860656613
52,-0.051067805564393776
53,-0.05029448236259697
54,0.0860927780302647
55,-0.041132830639531895
56,-0.02279614631072207
57,-0.05748149475812695
58,-0.06343972546716109
59,-0.02993057894022216
60,-0.042901282611023536
61,-0.016799565928547186
62,-0.05695436031959616
63,0.12567118131056798
64,-0.0031917943329746205
65,-0.02825504658917689
66,-0.056184781529733364
67,0.14973670918901055
68,-0.05577804920310393
69,0.17042571087982356
70,0.005929802890904508
71,0.04338146321429866
72,-0.07444647915728975
73,-0.028001322838939382
74,-0.05122004866703699
75,-0.05690919514102388
76,-0.031880365261174715
77,-0.01360708004867571
78,-0.013614997536227708
79,-0.059563709393960655
80,0.10138669627271314
81,-0.017889681898019698
82,0.050028292617229776
83,-0.0010626194742170403
84,-0.0677109127846797
85,-0.06770193164867878
86,-0.027063154359642703
87,0.04369599696301824
88,0.007118075872229846
89,-0.06010602350509439
90,-0.05074573601145662
91,-0.04786951156551081
92,-0.025967357259880083
93,-0.024798689768395745
94,0.003990252911372359
95,-0.033919483657507785
96,-0.05221103880137713
97,-0.03359996776717427
98,-0.015188104767963978
99,-0.005879432733377574
100,0.12074604832637549
101,0.0032985978096841144
102,0.020429390471662173
103,-0.02909722451321259
104,-0.0730783047250188
105,-0.03492540537030057
106,-0.044287266468863426
107,-0.021193136229184648
108,-0.08363911870828841
109,-0.025217461785793316
110,0.011447947483504155
111,-0.04386435850358335
112,-0.007104008831905893
113,-0.04445112922116983
114,0.11963939201921553
115,-0.05963710440477355
116,-0.00026284382286343176
117,-0.037884452115488916
118,-0.02612468308677925
119,-0.014144409007122861
120,0.1577498529110907
121,-0.037516812678759344
122,0.18757212327135808
123,-0.00890948611716021
124,0.10722124920315458
125,-0.035579142785156934
126,0.0013627718836800847
127,-0.027622664232654467
128,0.0022116052573560975
129,-0.04597666651457671
130,-0.018571964955283897
131,0.03743065760566045
132,-0.04711440951829719
133,-0.060327447928147745
134,-0.05384388043740464
135,0.17755045609913742
136,-0.04331429824097361
137,-0.0009809247881685205
138,-0.02434990587432687
139,-0.03279509454153561
140,-0.052615708103084684
141,-0.038418589473739835
142,-0.017036998803415845
143,-0.04461520110363045
144,-0.024773999881338944
145,-0.028901865905215467
146,0.11760048495494464
147,-0.04219927820052697
148,-0.07423218384805025
149,-0.07332735682012449
150,-0.05666784160342997
151,-0.03546905795760503
152,-0.04029151384602848
153,-0.06878098082225273
154,0.04493412237883031
155,-0.03134051486670128
156,-0.051916464181937495
157,-0.006452310570914206
158,0.13391854757505467
159,-0.0639842676227361
160,-0.03452119293579164
161,0.004389141798357453
162,0.0022116052573560975
163,0.009335383780933335
164,-0.03586460096077205
165,-0.05261978258387849
166,-0.05555248944408144
167,-0.060414858803255214
168,-0.008579392116438779
169,0.0018027006792886529
170,0.17353998413649263
171,-0.0138451893343819
172,-0.04265237784515637
173,-0.013794002916996414
174,0.008219400882177564
175,0.11575596473450922
176,-0.03814648514692001
177,-0.036018868453692045
178,-0.0447921184447175
179,-0.07944039657299067
180,-0.05329498971420468
181,-0.028052534176006297
182,0.1671955370488653
183,-0.0652478418038635
184,-0.025217461785793316
185,0.041068425195955105
186,-0.038562944285361375
187,-0.060951717004775544
188,0.09611885108129224
189,-0.020014050064345493
190,-0.034471105046535964
191,-0.0650170379667971
192,-0.03312738161002673
193,0.1368494501065561
194,-0.040902812099270464
195,0.16880596924950989
196,-0.049907921283014106
197,0.1022252892372183
198,-0.0718514105371284
199,-0.06454535280250316
200,-0.0320005897070304
201,0.0034086699545239647
202,-0.05278293829433897
203,-0.038745858078135416
204,-0.004280159731721252
205,0.142214755300755
206,-0.055479870280950215
207,-0.01567737199675577
208,0.16575281750106932
209,-0.06305285622930154
210,-0.04950774904759105
211,-0.05632585806810948
212,-0.05502841574822958
213,0.1789499333830445
214,-0.02446286639288809
215,-0.03829571396557302
216,-0.06225296492190432
217,0.1710049477183721
218,-0.05402940740153888
219,-0.029044369019166662
220,0.1499190303972765
221,-0.038350722589534335
222,0.1821469297810672
223,0.14484875565198813
224,0.045448017444099424
225,-0.021337808548331425
226,-0.031183999756048023
227,-0.04959464000221253
228,-0.028340737517953525
229,0.05951973722328845
230,-0.012577365404206953
231,-0.004280159731721252
232,-0.01094504672310157
233,-0.05453610718728508
234,-0.038415903663798164
235,-0.07789811104084711
236,0.20697642211093759
237,-0.030030270726875818
238,0.028360408661910634
239,-0.039869117380956436
240,0.14243946675996516
241,-0.05668300146702322
242,-0.04131356629593484
243,-0.026801741696652552
244,-0.04896237794948689
245,-0.0582850615258189
246,-0.06468573839346323
247,0.11296365711269094
248,0.1242951961207023
249,-0.013863717265771193
250,-0.04074390855093153
251,-0.04727151675778783
252,-0.023289066840472168
253,-0.05235292916372263
254,0.03579552811365073
255,0.19918245577271876
256,0.02679653690428204
257,-0.028511563517562972
258,-0.0475155360664972
259,-0.0074588025403440955
260,-0.047759316651267716
261,-0.03151347914034125
262,-0.03496743979739252
263,0.009335383780933335
264,-0.04454994690473902
265,-0.03288565166671062
266,-0.018933709251494332
267,0.02172278643872322
268,-0.06362370025439999
269,-0.04946079341340689
270,-0.027672675887247228
271,-0.00890948611716021
272,0.03641547730813951
273,0.16005470807357028
274,-0.045851226783645116
275,-0.06399196842916752
276,0.009996997706721588
277,-0.03416881152966941
278,-0.035253220078849644
279,0.028909237309708378
280,-0.055986278419308824
281,-0.02522541159626614
282,-0.00890948611716021
283,0.14434681787071324
284,0.15675934275251927
285,-0.00890948611716021
286,0.17523358903447003
287,-0.08428251766708757
288,-0.047293941840981985
289,-0.041132830639531895
290,0.04121413272652075
291,-0.046408976575097974
292,-0.010735525884088902
293,0.04236520872051849
294,-0.03796339220705206
295,-0.0034493613243749563
296,-0.06168646844363922
297,-0.00925240925150553
298,-0.029479375201380994
299,-0.07110903228688499
300,-0.049796995593077716
301,-0.01146187702991609
302,-0.0712388073945979
303,0.12160519181261385
304,-0.013577240115376615
305,-0.020265625631918614
306,0.14374558467259632
307,-0.024224658942322026
308,-0.02612468308677925
309,-0.0002096372184326747
310,-0.02852027364999433
311,0.15062995637114682
312,-0.03972569562322011
313,-0.05890947968672912
314,-0.02370988980396174
315,-0.05900642815538118
316,0.1944531926651138
317,-0.03288565166671062
318,-0.03172766279530585
319,-0.03492540537030057
320,-0.048173108563179766
321,-0.038350722589534335
322,-0.008988709091001454
323,0.0009172910734864111
324,-0.019298557371886488
325,0.01422027642531841
326,0.1525177649792413
327,-0.013327500599306881
328,-0.054637127998563656
329,0.15764772858797083
330,-0.059473936497700886
331,-0.06637483279956748
332,0.1375184343157917
333,-0.02370988980396174
334,-0.04914920801121021
335,-0.05344468088006705
336,0.1521234877435771
337,-0.03619517025502756
338,-0.06478704226711735
339,-0.0228483420263266
340,0.19041071639465987
341,-0.02650540791246981
342,-0.049071278454977434
343,-0.007373016654937833
