,Unnamed: 0,id,atm_group,address,address_rus,lat,long,target,isTrain,city_lat,city_long,geo_city,region,diff_from_centre
0,0,8526.0,32.0,"EMELYANOVA,34          Y-SAKHALINSK   ","улица А.О. Емельянова, 34, Южно-Сахалинск, Сахалинская область, Россия",46.940995,142.738319,0.011499820918204876,True,46.95407,142.73603, Yuzhno-Sakhalinsk, Sakhalin,84.55551485929425
1,1,8532.0,32.0,"KOMSOMOLSKAYA,259B     Y.SAKHALINSK   ","Комсомольская улица, 259, Южно-Сахалинск, Сахалинская область, Россия",46.937353,142.753348,0.029710265035085937,True,46.95407,142.73603, Yuzhno-Sakhalinsk, Sakhalin,152.14560204058017
2,2,8533.0,32.0,"KOMMUN. PR., 32        YUZHNO SAKHAL  ","Коммунистический проспект, Южно-Сахалинск, Сахалинская область, Россия",46.959413,142.74111299999996,0.009539960883255441,True,46.95407,142.73603, Yuzhno-Sakhalinsk, Sakhalin,46.68818379860427
3,3,8684.0,32.0,"LENINGRADSKIY PR.,76A  MOSCOW         ","Ленинградский проспект, 76А, Москва, Россия, 125315",55.805827,37.515146,-0.09403462447649943,True,55.8,37.51667, Sokol, Moscow,37.81460447186572
4,4,37.0,32.0,"GVARDEYSKAYA PL., 2    NORILSK        ","Гвардейская площадь, 2, Норильск, Красноярский край, Россия, 663302",69.343541,88.211228,0.07927735200966299,True,69.3535,88.2027, Norilsk, Krasnoyarskiy,82.60712916918776
5,5,313.0,32.0,"RUSSKAYA, 16           VLADIVOSTOK    ","Русская улица, 16, Владивосток, Приморский край, Россия, 690039",43.16586,131.90821200000002,-0.14500123147475488,True,43.10562,131.87353, Vladivostok, Primorskiy,410.85318754976805
6,6,335.0,32.0,"SHUKHOVA, 14           MOSCOW         ","улица Шухова, 14, Москва, Россия, 115162",55.716859,37.613063,-0.02468223523576437,True,55.73333,37.63333," ""Zamoskvorechye""", Moscow,136.8313626031098
7,7,358.0,32.0,"ADMIRALA FOKINA, 25    VLADIVOSTOK    ","улица Адмирала Фокина, 25, Владивосток, Приморский край, Россия, 690091",43.117174,131.885503,-0.13342588349623222,True,43.10562,131.87353, Vladivostok, Primorskiy,88.52968953402402
8,8,2895.0,32.0,Zhivopisnaia 136       d.Velednikov   ,"деревня Веледниково, городской округ Истра, Московская область, Россия",55.799765,37.116016,0.14146935333316155,True,55.81517,37.08246, Pavlovskaya Sloboda, Moskovskaya,185.7978267704005
9,9,1975.0,496.5,BEKESHSKAYA 39            PENZA       ,"Бекешская улица, 39, Пенза, Россия, 440018",53.20322,44.978826,0.01725893326633763,True,53.20066,45.00464, Penza, Penza,161.88732673620842
10,10,1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR    ,"Большая Московская улица, 90А, Владимир, Россия, 600000",56.132925,40.419184,-0.013949004711653756,True,56.13655,40.39658, Vladimir, Vladimir,133.89687641887386
11,11,1992.0,496.5,GORKOGO 20                TAMBOV      ,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.04843573940879664,True,52.73169,41.44326, Tambov, Tambov,100.83487396575418
12,12,1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033259,129.73638200000002,-0.06429329744918175,True,62.03389,129.73306, Yakutsk, Sakha,15.313606001700048
13,13,2006.0,496.5,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577108,42.05437,-0.1001214289644553,True,55.575,42.0426, Murom, Vladimir,44.325996411451655
14,14,2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180598,36.655611,-0.0008294956654186244,True,55.18161,36.6606, Balabanovo, Kaluga,9.098242614579718
15,15,2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.0476678404207127,True,55.03178,36.74402, Zhukovo, Kaluga,24.242963879634054
16,16,2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.017372643984509075,True,51.04986,107.82997," ""Mukhorshibir""", Respublika Buryatiya,35.01679519238424
17,17,2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683000000002,-0.02765736578751833,True,55.0881,82.6551, Krivodanovka, Novosibirsk,12.47515513146323
18,18,2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.07787119186138325,True,56.02895,47.29255, Kugesi, Chuvashia,12.132980209441453
19,19,2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.050626685528738495,True,54.155,74.8055, Cherlak, Omsk,40.759637979168915
20,20,2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.07080300000001,158.58751999999996,0.019060742852095674,True,53.04444,158.65076, Petropavlovsk-Kamchatsky, Kamtsjatka,414.2477060273696
21,21,2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.027475196122957755,True,56.63388,47.80405, Medvedevo, Mariy-El,23.64875294580701
22,22,2035.0,496.5,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.10137559085407266,True,58.59665,49.66007, Kirov, Kirov,211.17245341769538
23,23,2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.15350400000001,-0.08652950912830405,True,51.7727,55.0988, Orenburg, Orenburg,75.82947576376775
24,24,2873.0,496.5,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.07328752900727235,True,52.03171,113.50087, Chita, Transbaikal Territory,53.135268489980405
25,25,2876.0,496.5,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",58.594438,49.666657,-0.11059736826592738,True,58.59665,49.66007, Kirov, Kirov,23.850777693214106
26,26,2877.0,496.5,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.07879399867799483,True,51.23551,36.69594," ""Pristen""", Kursk,6.614192909416183
27,27,2897.0,496.5,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",55.44224499999999,65.35418,-0.02614658823194464,True,55.45,65.33333, Kurgan, Kurgan,77.70953208035493
28,28,2900.0,496.5,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.018208827536353327,True,55.05286,74.57511, Kalachinsk, Omsk,32.74109393242403
29,29,2914.0,496.5,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.06135092766982592,True,53.18909,158.38135, Yelizovo, Kamtsjatka,20.130257540888234
30,30,2923.0,496.5,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.04473002150749481,True,56.99719,40.97139, Ivanovo, Ivanovo,231.19849081764883
31,31,2951.0,496.5,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.06321061891530111,True,51.73733,36.18735, Kursk, Kursk,214.51085505304775
32,32,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.05607726556749221,True,56.0055,71.51131, Krutinka, Omsk,42.43184699324681
33,33,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.07275458151164306,True,52.9336,33.4464, Pochep, Brjansk,77.85014311761026
34,34,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.11667027290152368,True,51.6561,35.9314, Pryamitsyno, Kursk,17.13839625255257
35,35,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.14500123147475488,True,55.0415,82.9346, Novosibirsk, Novosibirsk,30.75424204793079
36,36,4466.0,496.5,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395184302,True,56.13222,47.25194, Cheboksary, Chuvashia,115.23782790579713
37,37,4470.0,496.5,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322463896,True,53.93361,37.92792, Kireyevsk, Tula,45.013867766453664
38,38,4489.0,496.5,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.286909,-0.05923667427441873,True,50.28139,113.28667, Aksha, Transbaikal Territory,1.8327964833896402
39,39,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763136047,True,54.32824,48.38657, Ulyanovsk, Ulyanovsk,522.2117515330021
40,40,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,,,,0.039190641594625805,True,,,nan,nan,
